0,7.3 
1,5.5 
2,2.4 
3,2.4 
4,2.2 
5,1.9 
6,4.4 
7,1.5 
8,4.0 
9,1.2 
10,1.1 
11,0.9 
12,0.8 
13,0.6 
14,8.5 
15,8.3 
16,8.1 
17,7.8 
18,7.7 
19,7.6 
20,7.4 
21,6.0 
22,5.8 
23,5.7 
24,5.4 
25,5.3 
26,5.2 
27,4.9 
28,4.7 
29,4.6 
30,4.3 
31,4.0 
32,3.8 
33,3.6 
34,3.4 
35,3.0 
36,2.8 
37,2.7 
38,2.5 
39,2.3 
40,2.1 
41,2.0 
42,1.8 
43,1.5 
44,1.3 
45,1.2 
46,1.0 
47,8.9 
48,0.7 
49,0.5 
50,0.5 
51,8.1 
52,7.9 
53,7.6 
54,7.5 
55,7.1 
56,7.0 
57,7.0 
58,6.8 
59,6.6 
60,6.3 
61,6.1 
62,5.9 
63,5.8 
64,5.6 
65,5.3 
66,5.2 
67,4.9 
68,4.6 
69,4.5 
70,4.4 
71,4.1 
72,3.8 
73,3.6 
74,3.3 
75,3.4 
76,3.0 
77,2.8 
78,2.6 
79,2.3 
80,2.1 
81,1.8 
82,1.5 
83,1.3 
84,1.4 
85,1.0 
86,0.8 
87,0.5 
88,8.0 
89,7.7 
90,7.6 
91,7.4 
92,7.5 
93,6.6 
94,6.1 
95,5.1 
96,1.0 
97,8.3 
98,7.7 
99,7.3 
100,7.2 
101,6.9 
102,6.6 
103,6.4 
104,6.1 
105,5.9 
106,5.6 
107,5.4 
108,5.2 
109,5.1 
110,4.5 
111,4.2 
112,3.2 
113,3.9 
114,2.6 
115,3.8 
116,6.6 
117,2.4 
118,7.9 
119,7.7 
120,6.7 
121,6.5 
122,6.2 
123,6.0 
124,5.8 
125,5.4 
126,5.3 
127,4.9 
128,4.7 
129,4.5 
130,4.2 
131,4.0 
132,5.7 
133,5.8 
134,3.2 
135,2.9 
136,2.4 
137,2.4 
138,2.1 
139,1.9 
140,3.9 
141,1.3 
142,1.0 
143,0.8 
144,5.4 
145,5.1 
146,4.9 
147,4.7 
148,4.5 
149,4.3 
150,4.0 
151,3.7 
152,3.4 
153,3.1 
154,2.9 
155,2.6 
156,2.5 
157,2.4 
158,1.9 
159,5.8 
160,5.3 
161,5.1 
162,0.9 
163,0.7 
164,0.7 
165,8.5 
166,8.1 
167,7.8 
168,7.7 
169,7.5 
170,7.2 
171,7.0 
172,6.8 
173,6.6 
174,6.4 
175,6.3 
176,6.1 
177,5.8 
178,1.5 
179,1.3 
180,1.0 
181,4.8 
182,4.7 
183,4.3 
184,8.0 
185,8.0 
186,5.9 
187,10.3 
188,5.1 
189,4.8 
190,4.6 
191,4.3 
192,4.0 
193,3.7 
194,3.6 
195,3.4 
196,3.2 
197,3.0 
