0,6.0 
1,1.7 
2,1.5 
3,4.9 
4,10.5 
5,2.1 
6,2.0 
7,1.8 
8,1.6 
9,10.3 
10,0.9 
11,0.8 
12,0.6 
13,10.4 
14,4.1 
15,3.9 
16,3.7 
17,5.2 
18,2.8 
19,2.6 
20,4.2 
21,2.3 
22,3.8 
23,4.0 
24,4.0 
25,1.9 
26,1.4 
27,1.2 
28,1.0 
29,0.9 
30,0.7 
31,0.5 
32,8.4 
33,8.2 
34,7.7 
35,7.5 
36,7.3 
37,7.1 
38,6.9 
39,6.7 
40,6.5 
41,6.3 
42,6.2 
43,5.9 
44,6.1 
45,5.6 
46,5.4 
47,5.2 
48,4.9 
49,4.7 
50,4.5 
51,4.3 
52,4.1 
53,3.9 
54,3.7 
55,3.6 
56,3.4 
57,3.2 
58,3.1 
59,2.9 
60,2.3 
61,2.2 
62,2.0 
63,1.7 
64,1.4 
65,1.1 
66,0.9 
67,0.7 
68,0.6 
69,8.4 
70,8.2 
71,8.1 
72,7.9 
73,7.7 
74,7.5 
75,7.3 
76,7.1 
77,6.9 
78,6.8 
79,6.5 
80,6.3 
81,6.1 
82,5.9 
83,5.8 
84,5.6 
85,5.3 
86,5.1 
87,4.9 
88,4.8 
89,4.7 
90,4.4 
91,4.2 
92,4.0 
93,3.8 
94,3.6 
95,3.4 
96,3.3 
97,2.9 
98,2.8 
99,2.5 
100,2.4 
101,2.1 
102,0.7 
103,0.5 
104,8.4 
105,8.2 
106,8.0 
107,7.9 
108,7.6 
109,7.5 
110,7.3 
111,7.1 
112,7.1 
113,6.8 
114,6.6 
115,6.5 
116,6.2 
117,5.9 
118,5.8 
119,5.6 
120,5.3 
121,5.1 
122,4.9 
123,4.7 
124,4.5 
125,4.2 
126,4.1 
127,3.8 
128,3.6 
129,3.5 
130,3.2 
131,3.1 
132,2.8 
133,2.6 
134,2.5 
135,2.2 
136,2.1 
137,1.9 
138,1.7 
139,1.4 
140,1.3 
141,1.2 
142,0.9 
143,0.8 
144,8.6 
145,8.0 
146,7.8 
147,7.5 
148,7.5 
149,7.2 
150,7.1 
151,6.6 
152,6.5 
153,6.2 
154,5.9 
155,5.8 
156,5.5 
157,5.3 
158,5.2 
159,5.0 
160,4.8 
161,4.6 
162,4.3 
163,4.0 
164,3.9 
165,3.7 
166,3.5 
167,3.1 
168,3.0 
169,2.7 
170,2.5 
171,2.4 
172,2.2 
173,1.9 
174,1.7 
175,1.4 
176,1.3 
177,1.0 
178,0.8 
179,0.6 
180,8.4 
181,8.1 
182,7.8 
183,7.6 
184,7.4 
185,7.2 
186,7.0 
187,6.8 
188,6.6 
189,6.3 
190,6.0 
191,6.0 
192,5.7 
193,5.5 
194,5.3 
195,5.0 
196,4.8 
197,0.7 
198,8.3 
199,8.2 
200,8.0 
201,7.8 
202,7.6 
203,7.4 
204,7.2 
205,6.9 
206,6.6 
207,6.4 
208,6.2 
209,5.9 
210,5.6 
211,5.3 
212,5.1 
213,4.9 
214,4.8 
215,4.5 
216,4.3 
217,4.1 
218,3.9 
219,3.6 
220,3.5 
221,3.3 
222,3.2 
223,1.5 
224,1.2 
225,1.2 
226,0.9 
227,0.7 
228,8.5 
229,8.4 
230,8.1 
231,7.8 
232,7.4 
233,10.4 
234,6.9 
235,9.7 
236,6.2 
237,6.0 
238,5.8 
239,8.9 
240,5.4 
241,5.1 
242,4.9 
243,4.8 
244,4.5 
245,4.3 
246,4.1 
247,3.9 
248,3.7 
249,3.5 
250,3.3 
251,3.0 
252,2.7 
253,2.4 
254,2.3 
255,2.1 
256,1.9 
257,1.7 
258,1.4 
259,4.4 
260,0.9 
261,4.0 
262,0.6 
263,8.3 
264,8.1 
265,7.9 
266,7.7 
267,7.5 
268,7.2 
269,7.1 
270,7.0 
271,6.8 
272,6.6 
273,6.4 
274,6.0 
275,4.7 
276,4.4 
277,4.0 
278,3.8 
279,3.6 
280,3.4 
281,3.1 
282,2.9 
283,2.6 
284,2.4 
285,2.2 
286,2.0 
287,1.8 
288,1.6 
289,1.4 
290,1.2 
291,1.1 
292,0.8 
293,0.7 
294,8.5 
295,8.2 
296,8.1 
297,7.9 
298,7.6 
299,7.3 
300,8.1 
301,7.8 
302,6.7 
303,6.4 
304,6.2 
305,6.0 
306,5.8 
307,6.7 
308,5.2 
309,5.0 
310,4.7 
311,4.6 
312,4.2 
313,4.0 
314,4.3 
315,3.6 
316,3.1 
317,3.4 
318,2.3 
319,1.7 
320,1.6 
321,6.6 
322,6.3 
323,6.1 
324,5.7 
325,5.6 
326,5.4 
327,4.9 
328,4.8 
329,4.5 
330,4.3 
331,3.9 
332,3.6 
333,3.5 
334,3.2 
335,2.9 
336,2.7 
337,2.5 
338,2.3 
339,2.0 
340,1.8 
341,1.5 
342,1.3 
343,1.1 
344,0.9 
345,0.7 
346,0.7 
347,8.3 
348,8.0 
349,7.8 
350,7.7 
351,7.5 
352,7.3 
353,7.2 
354,6.9 
355,6.6 
356,6.4 
357,6.1 
358,6.0 
359,5.7 
360,5.4 
361,5.1 
362,4.9 
363,4.7 
364,4.3 
365,4.0 
366,3.7 
367,3.5 
368,3.2 
369,3.1 
370,2.8 
371,2.5 
372,2.4 
373,2.3 
374,2.1 
375,1.8 
376,1.6 
377,1.3 
378,1.2 
379,1.0 
380,0.8 
381,0.6 
382,8.5 
383,8.1 
384,7.9 
385,7.7 
386,7.5 
387,7.2 
388,7.1 
389,6.7 
390,6.6 
391,6.4 
392,6.1 
393,5.9 
394,5.7 
395,5.5 
396,5.3 
397,5.0 
398,4.8 
399,4.6 
400,4.4 
401,1.4 
402,1.2 
403,1.0 
404,0.9 
405,0.7 
406,8.5 
407,8.3 
408,8.1 
409,7.7 
410,7.2 
411,7.1 
412,6.9 
413,6.6 
414,6.3 
415,6.1 
416,5.9 
417,5.8 
418,5.5 
419,5.3 
420,5.0 
421,4.8 
422,4.3 
423,3.8 
424,3.5 
425,3.3 
426,3.0 
427,2.8 
428,2.5 
429,2.2 
430,1.9 
431,1.7 
432,1.3 
433,1.2 
434,1.0 
435,0.8 
436,0.7 
437,0.6 
438,8.2 
439,8.0 
440,7.8 
441,7.6 
442,7.3 
443,7.2 
444,7.0 
445,6.9 
446,7.8 
447,6.4 
448,6.1 
449,6.0 
450,5.7 
451,5.4 
452,5.2 
453,5.1 
454,7.1 
455,4.5 
456,5.4 
457,4.5 
458,3.7 
459,4.3 
460,3.3 
461,3.1 
462,2.9 
463,2.6 
464,2.4 
465,2.3 
466,7.1 
467,6.9 
468,6.7 
469,6.5 
470,6.3 
471,6.0 
472,5.8 
473,5.6 
474,5.3 
475,5.1 
476,4.7 
477,4.5 
478,4.3 
479,8.1 
480,7.8 
481,7.5 
482,7.3 
483,7.1 
484,7.0 
485,6.7 
486,6.4 
487,9.0 
488,6.0 
489,6.0 
490,5.7 
491,5.5 
492,5.3 
493,4.9 
494,4.7 
495,4.4 
496,4.2 
497,7.0 
498,3.7 
499,3.6 
500,3.3 
501,3.1 
502,2.9 
503,4.8 
504,2.4 
505,2.2 
506,2.0 
507,1.8 
508,1.5 
509,1.3 
510,4.1 
511,1.0 
512,0.8 
513,6.0 
514,5.8 
515,5.6 
516,5.3 
517,5.0 
518,4.9 
519,4.7 
520,4.5 
521,4.3 
522,4.0 
523,3.7 
524,3.6 
525,3.4 
526,3.2 
527,2.8 
528,2.6 
529,2.4 
530,2.1 
531,1.9 
532,1.6 
533,1.4 
534,1.2 
535,1.0 
536,0.8 
537,0.9 
538,8.5 
539,8.2 
540,8.0 
541,7.7 
542,7.5 
543,7.2 
544,7.1 
545,6.9 
546,6.6 
547,6.4 
548,6.0 
549,5.9 
550,5.6 
551,5.3 
552,5.0 
553,4.8 
554,4.6 
555,4.3 
556,4.2 
557,3.9 
558,3.6 
559,8.1 
560,7.8 
561,7.6 
562,7.4 
563,7.2 
564,7.1 
565,6.8 
566,6.6 
567,6.3 
568,6.1 
569,5.9 
570,5.6 
571,5.4 
572,5.1 
573,4.8 
574,4.6 
575,4.4 
576,4.2 
577,4.0 
578,3.7 
579,3.5 
580,3.1 
581,3.0 
582,2.6 
583,2.4 
584,2.2 
585,2.0 
586,1.7 
587,1.4 
588,1.3 
589,1.2 
590,0.8 
591,0.6 
592,8.4 
593,8.0 
594,7.8 
595,7.5 
596,7.3 
597,7.2 
598,7.0 
599,6.8 
600,6.4 
601,6.1 
602,5.9 
603,5.7 
604,5.5 
605,5.2 
606,4.9 
607,4.7 
608,4.5 
609,2.9 
610,2.7 
611,2.4 
612,2.2 
613,2.0 
614,1.7 
615,1.5 
616,1.2 
617,0.9 
618,0.7 
619,8.4 
620,8.2 
621,7.9 
622,10.1 
623,7.3 
624,7.2 
625,7.0 
626,6.7 
627,6.5 
628,6.2 
629,6.0 
630,5.8 
631,5.5 
632,5.3 
633,5.0 
634,4.8 
635,4.6 
636,4.4 
637,4.0 
638,3.7 
639,3.5 
640,3.3 
641,3.0 
642,2.7 
643,2.5 
644,2.2 
645,4.6 
646,4.0 
647,1.6 
648,1.4 
649,1.2 
650,3.1 
651,0.8 
652,0.6 
653,8.4 
654,8.1 
655,7.8 
656,7.5 
657,7.3 
658,5.7 
659,5.5 
660,5.3 
661,5.1 
662,4.9 
663,4.7 
664,4.4 
665,4.3 
666,4.0 
667,3.7 
668,3.7 
669,3.3 
670,2.9 
671,2.6 
672,2.2 
673,2.1 
674,1.8 
675,1.5 
676,1.7 
677,1.2 
678,0.9 
679,0.7 
680,8.6 
681,8.3 
682,8.1 
683,7.8 
684,7.8 
685,7.3 
686,7.1 
687,6.8 
688,6.6 
689,6.4 
690,6.2 
691,6.0 
692,5.9 
693,5.6 
694,5.4 
695,5.2 
696,4.9 
697,4.7 
698,4.5 
699,4.3 
700,4.0 
701,3.8 
702,3.6 
703,3.4 
704,3.1 
705,3.0 
706,2.7 
707,2.5 
708,2.3 
709,2.1 
710,1.9 
711,1.8 
712,1.6 
713,1.4 
714,1.2 
715,1.0 
716,0.7 
717,0.7 
718,8.4 
719,8.0 
720,7.8 
721,7.5 
722,7.3 
723,7.2 
724,7.0 
725,6.8 
726,6.7 
727,6.4 
728,6.2 
729,6.0 
730,5.9 
731,5.6 
732,5.4 
733,5.2 
734,4.9 
735,4.7 
736,4.5 
737,4.3 
738,4.0 
739,3.8 
740,3.6 
741,3.3 
742,3.0 
743,2.8 
744,2.5 
745,2.3 
746,2.1 
747,1.9 
748,1.7 
749,1.4 
750,1.3 
751,1.0 
752,0.8 
753,8.6 
754,8.3 
755,8.1 
756,7.8 
